10;2020339030;02;01101;18;452;0006;2020;    ;339030;50000,00;
11;2020339030;100;50000,00;
10;2020339036;02;01101;18;452;0006;2020;    ;339036;1,00;
11;2020339036;100;1,00;
10;2020339039;02;01101;18;452;0006;2020;    ;339039;200000,00;
11;2020339039;100;200000,00;
10;2020339093;02;01101;18;452;0006;2020;    ;339093;1,00;
11;2020339093;100;1,00;
10;2020449052;02;01101;18;452;0006;2020;    ;449052;7500,00;
11;2020449052;100;7500,00;
10;2021339030;02;01101;18;452;0006;2021;    ;339030;17000,00;
11;2021339030;100;17000,00;
10;2021339036;02;01101;18;452;0006;2021;    ;339036;1,00;
11;2021339036;100;1,00;
10;2021339039;02;01101;18;452;0006;2021;    ;339039;1,00;
11;2021339039;100;1,00;
10;2022339030;02;00206;04;124;0007;2022;    ;339030;298,00;
11;2022339030;100;298,00;
10;2022339036;02;00206;04;124;0007;2022;    ;339036;1,00;
11;2022339036;100;1,00;
10;2022339039;02;00206;04;124;0007;2022;    ;339039;1,00;
11;2022339039;100;1,00;
10;2023339030;02;00205;08;244;0008;2023;    ;339030;1,00;
11;2023339030;100;1,00;
10;2023339033;02;00205;08;244;0008;2023;    ;339033;1,00;
11;2023339033;100;1,00;
10;2023339036;02;00205;08;244;0008;2023;    ;339036;1,00;
11;2023339036;100;1,00;
10;2023339039;02;00205;08;244;0008;2023;    ;339039;5000,00;
11;2023339039;100;5000,00;
10;2023449051;02;00205;08;244;0008;2023;    ;449051;1,00;
11;2023449051;100;1,00;
10;2023449052;02;00205;08;244;0008;2023;    ;449052;1,00;
11;2023449052;100;1,00;
10;2024335043;02;00601;20;605;0009;2024;    ;335043;10000,00;
11;2024335043;100;10000,00;
10;2024336041;02;00601;20;605;0009;2024;    ;336041;122000,00;
11;2024336041;100;122000,00;
10;2024339030;02;00601;20;605;0009;2024;    ;339030;1,00;
11;2024339030;100;1,00;
10;2024339036;02;00601;20;605;0009;2024;    ;339036;1,00;
11;2024339036;100;1,00;
10;2024339039;02;00601;20;605;0009;2024;    ;339039;1,00;
11;2024339039;100;1,00;
10;2024449052;02;00601;20;605;0009;2024;    ;449052;152100,00;
11;2024449052;124;146250,00;
11;2024449052;100;5850,00;
10;2024449093;02;00601;20;605;0009;2024;    ;449093;1,00;
11;2024449093;124;1,00;
10;2027339030;02;00301;04;123;0010;2027;    ;339030;5000,00;
11;2027339030;100;5000,00;
10;2027339036;02;00301;04;123;0010;2027;    ;339036;5000,00;
11;2027339036;100;5000,00;
10;2027339039;02;00301;04;123;0010;2027;    ;339039;190000,00;
11;2027339039;100;190000,00;
10;2027449052;02;00301;04;123;0010;2027;    ;449052;5000,00;
11;2027449052;100;5000,00;
10;2028339030;02;00301;04;129;0010;2028;    ;339030;5000,00;
11;2028339030;100;5000,00;
10;2028339036;02;00301;04;129;0010;2028;    ;339036;5000,00;
11;2028339036;100;5000,00;
10;2028339039;02;00301;04;129;0010;2028;    ;339039;140000,00;
11;2028339039;100;140000,00;
10;2028339093;02;00301;04;129;0010;2028;    ;339093;12000,00;
11;2028339093;100;12000,00;
10;2028449052;02;00301;04;129;0010;2028;    ;449052;15000,00;
11;2028449052;100;15000,00;
10;2030339036;02;01301;04;121;0012;2030;    ;339036;1,00;
11;2030339036;100;1,00;
10;2030339039;02;01301;04;121;0012;2030;    ;339039;500,00;
11;2030339039;100;500,00;
10;2030449052;02;01301;04;121;0012;2030;    ;449052;1,00;
11;2030449052;100;1,00;
10;2032339030;02;00202;04;131;0014;2032;    ;339030;1,00;
11;2032339030;100;1,00;
10;2032339036;02;00202;04;131;0014;2032;    ;339036;1,00;
11;2032339036;100;1,00;
10;2032339039;02;00202;04;131;0014;2032;    ;339039;200000,00;
11;2032339039;100;200000,00;
10;2033339030;02;00501;13;391;0015;2033;    ;339030;2000,00;
11;2033339030;100;2000,00;
10;2033339036;02;00501;13;391;0015;2033;    ;339036;2000,00;
11;2033339036;100;2000,00;
10;2033339039;02;00501;13;391;0015;2033;    ;339039;5000,00;
11;2033339039;100;5000,00;
10;2038339030;02;00501;13;392;0015;2038;    ;339030;2000,00;
11;2038339030;100;2000,00;
10;2038339036;02;00501;13;392;0015;2038;    ;339036;3000,00;
11;2038339036;100;3000,00;
10;2038339039;02;00501;13;392;0015;2038;    ;339039;3001,00;
11;2038339039;124;1,00;
11;2038339039;100;3000,00;
10;2038449052;02;00501;13;392;0015;2038;    ;449052;5000,00;
11;2038449052;100;5000,00;
10;2039335041;02;00501;13;392;0015;2039;    ;335041;43000,00;
11;2039335041;100;43000,00;
10;2039335043;02;00501;13;392;0015;2039;    ;335043;14000,00;
11;2039335043;100;14000,00;
10;2039339030;02;00501;13;392;0015;2039;    ;339030;1,00;
11;2039339030;100;1,00;
10;2039339036;02;00501;13;392;0015;2039;    ;339036;1900,00;
11;2039339036;100;1900,00;
10;2039339039;02;00501;13;392;0015;2039;    ;339039;10000,00;
11;2039339039;100;10000,00;
10;2041339030;02;00203;04;126;0017;2041;    ;339030;2000,00;
11;2041339030;100;2000,00;
10;2041339036;02;00203;04;126;0017;2041;    ;339036;2000,00;
11;2041339036;100;2000,00;
10;2041339039;02;00203;04;126;0017;2041;    ;339039;120000,00;
11;2041339039;100;120000,00;
10;2041449052;02;00203;04;126;0017;2041;    ;449052;5000,00;
11;2041449052;100;5000,00;
10;2042339030;02;00501;13;392;0015;2042;    ;339030;10000,00;
11;2042339030;100;10000,00;
10;2042339031;02;00501;13;392;0015;2042;    ;339031;5000,00;
11;2042339031;100;5000,00;
10;2042339032;02;00501;13;392;0015;2042;    ;339032;5000,00;
11;2042339032;100;5000,00;
10;2042339036;02;00501;13;392;0015;2042;    ;339036;10000,00;
11;2042339036;100;10000,00;
10;2042339039;02;00501;13;392;0015;2042;    ;339039;100000,00;
11;2042339039;100;100000,00;
10;2046339030;02;00502;13;392;0019;2046;    ;339030;1,00;
11;2046339030;100;1,00;
10;2046339036;02;00502;13;392;0019;2046;    ;339036;20000,00;
11;2046339036;100;20000,00;
10;2046339039;02;00502;13;392;0019;2046;    ;339039;2,00;
11;2046339039;100;1,00;
11;2046339039;124;1,00;
10;2048339030;02;00503;13;391;0020;2048;    ;339030;3000,00;
11;2048339030;100;3000,00;
10;2048339036;02;00503;13;391;0020;2048;    ;339036;5000,00;
11;2048339036;100;5000,00;
10;2048339039;02;00503;13;391;0020;2048;    ;339039;20001,00;
11;2048339039;100;20000,00;
11;2048339039;124;1,00;
10;2049335043;02;00503;13;391;0020;2049;    ;335043;40000,00;
11;2049335043;100;40000,00;
10;2049339030;02;00503;13;391;0020;2049;    ;339030;5000,00;
11;2049339030;100;5000,00;
10;2049339036;02;00503;13;391;0020;2049;    ;339036;20000,00;
11;2049339036;100;20000,00;
10;2049339039;02;00503;13;391;0020;2049;    ;339039;112001,00;
11;2049339039;100;112000,00;
11;2049339039;124;1,00;
10;2050339030;02;00503;13;391;0020;2050;    ;339030;5000,00;
11;2050339030;100;5000,00;
10;2050339036;02;00503;13;391;0020;2050;    ;339036;5000,00;
11;2050339036;100;5000,00;
10;2050339039;02;00503;13;391;0020;2050;    ;339039;115001,00;
11;2050339039;124;1,00;
11;2050339039;100;115000,00;
10;2056339030;02;00901;12;367;0024;2056;    ;339030;3299,00;
11;2056339030;101;298,00;
11;2056339030;144;3000,00;
11;2056339030;100;1,00;
10;2056339036;02;00901;12;367;0024;2056;    ;339036;2,00;
11;2056339036;101;1,00;
11;2056339036;100;1,00;
10;2056339039;02;00901;12;367;0024;2056;    ;339039;299,00;
11;2056339039;101;1,00;
11;2056339039;100;298,00;
10;2059339030;02;00901;12;365;0025;2059;    ;339030;300793,00;
11;2059339030;100;397,00;
11;2059339030;101;90099,00;
11;2059339030;146;209900,00;
11;2059339030;147;397,00;
10;2059339032;02;00901;12;365;0025;2059;    ;339032;3,00;
11;2059339032;101;1,00;
11;2059339032;147;1,00;
11;2059339032;100;1,00;
10;2059339036;02;00901;12;365;0025;2059;    ;339036;5002,00;
11;2059339036;100;1,00;
11;2059339036;101;5000,00;
11;2059339036;147;1,00;
10;2059339039;02;00901;12;365;0025;2059;    ;339039;130002,00;
11;2059339039;147;1,00;
11;2059339039;101;130000,00;
11;2059339039;100;1,00;
10;2060339030;02;00901;12;365;0025;2060;    ;339030;212897,00;
11;2060339030;147;33099,00;
11;2060339030;101;60000,00;
11;2060339030;100;3198,00;
11;2060339030;146;116600,00;
10;2060339036;02;00901;12;365;0025;2060;    ;339036;20002,00;
11;2060339036;100;1,00;
11;2060339036;147;1,00;
11;2060339036;101;20000,00;
10;2060339039;02;00901;12;365;0025;2060;    ;339039;250001,00;
11;2060339039;101;150000,00;
11;2060339039;100;1,00;
11;2060339039;146;40000,00;
11;2060339039;147;60000,00;
10;2061339030;02;00901;12;361;0027;2061;    ;339030;145298,00;
11;2061339030;147;1,00;
11;2061339030;100;10297,00;
11;2061339030;101;135000,00;
10;2061339032;02;00901;12;361;0027;2061;    ;339032;25002,00;
11;2061339032;147;1,00;
11;2061339032;100;1,00;
11;2061339032;101;25000,00;
10;2061339036;02;00901;12;361;0027;2061;    ;339036;3,00;
11;2061339036;147;1,00;
11;2061339036;100;1,00;
11;2061339036;101;1,00;
10;2061339039;02;00901;12;361;0027;2061;    ;339039;90497,00;
11;2061339039;147;397,00;
11;2061339039;101;90099,00;
11;2061339039;100;1,00;
10;2062339030;02;00901;12;365;0026;2062;    ;339030;130694,00;
11;2062339030;147;397,00;
11;2062339030;101;125000,00;
11;2062339030;100;5297,00;
10;2062339032;02;00901;12;365;0026;2062;    ;339032;3,00;
11;2062339032;101;1,00;
11;2062339032;147;1,00;
11;2062339032;100;1,00;
10;2062339036;02;00901;12;365;0026;2062;    ;339036;3,00;
11;2062339036;100;1,00;
11;2062339036;101;1,00;
11;2062339036;147;1,00;
10;2062339039;02;00901;12;365;0026;2062;    ;339039;90200,00;
11;2062339039;100;1,00;
11;2062339039;101;90198,00;
11;2062339039;147;1,00;
10;2063339030;02;00901;12;365;0026;2063;    ;339030;58496,00;
11;2063339030;147;43099,00;
11;2063339030;100;298,00;
11;2063339030;101;15099,00;
10;2063339036;02;00901;12;365;0026;2063;    ;339036;3,00;
11;2063339036;100;1,00;
11;2063339036;147;1,00;
11;2063339036;101;1,00;
10;2063339039;02;00901;12;365;0026;2063;    ;339039;85001,00;
11;2063339039;101;25000,00;
11;2063339039;147;60000,00;
11;2063339039;100;1,00;
10;2064319004;02;00702;08;244;0023;2064;    ;319004;39000,00;
11;2064319004;100;19000,00;
11;2064319004;129;20000,00;
10;2064319011;02;00702;08;244;0023;2064;    ;319011;84000,00;
11;2064319011;129;26000,00;
11;2064319011;100;58000,00;
10;2064319016;02;00702;08;244;0023;2064;    ;319016;1,00;
11;2064319016;100;1,00;
10;2064339030;02;00702;08;244;0023;2064;    ;339030;63000,00;
11;2064339030;100;3000,00;
11;2064339030;129;60000,00;
10;2064339036;02;00702;08;244;0023;2064;    ;339036;13000,00;
11;2064339036;129;8000,00;
11;2064339036;100;5000,00;
10;2064339039;02;00702;08;244;0023;2064;    ;339039;50000,00;
11;2064339039;129;43000,00;
11;2064339039;100;7000,00;
10;2068339030;02;00702;08;244;0028;2068;    ;339030;1,00;
11;2068339030;129;1,00;
10;2068339036;02;00702;08;244;0028;2068;    ;339036;1,00;
11;2068339036;129;1,00;
10;2068339039;02;00702;08;244;0028;2068;    ;339039;1,00;
11;2068339039;129;1,00;
10;2070319004;02;00901;12;365;0025;2070;    ;319004;1175495,00;
11;2070319004;119;200000,00;
11;2070319004;118;300297,00;
11;2070319004;100;25198,00;
11;2070319004;101;650000,00;
10;2070319011;02;00901;12;365;0025;2070;    ;319011;4400298,00;
11;2070319011;118;3100000,00;
11;2070319011;119;1050000,00;
11;2070319011;100;1,00;
11;2070319011;101;250297,00;
10;2070319016;02;00901;12;365;0025;2070;    ;319016;4,00;
11;2070319016;100;1,00;
11;2070319016;101;1,00;
11;2070319016;118;1,00;
11;2070319016;119;1,00;
10;2070339008;02;00901;12;365;0025;2070;    ;339008;30102,00;
11;2070339008;101;1,00;
11;2070339008;100;1,00;
11;2070339008;118;1,00;
11;2070339008;119;30099,00;
10;2070339046;02;00901;12;365;0025;2070;    ;339046;75099,00;
11;2070339046;100;75099,00;
10;2070339093;02;00901;12;365;0025;2070;    ;339093;27002,00;
11;2070339093;118;1,00;
11;2070339093;119;20000,00;
11;2070339093;101;1,00;
11;2070339093;100;7000,00;
10;2072319004;02;00901;12;365;0026;2072;    ;319004;740000,00;
11;2072319004;118;200000,00;
11;2072319004;101;430000,00;
11;2072319004;100;10000,00;
11;2072319004;119;100000,00;
10;2072319011;02;00901;12;365;0026;2072;    ;319011;3064552,75;
11;2072319011;101;589297,00;
11;2072319011;118;2170057,75;
11;2072319011;100;5198,00;
11;2072319011;119;300000,00;
10;2072319016;02;00901;12;365;0026;2072;    ;319016;3003,00;
11;2072319016;118;1,00;
11;2072319016;100;1,00;
11;2072319016;101;1,00;
11;2072319016;119;3000,00;
10;2072339008;02;00901;12;365;0026;2072;    ;339008;3503,00;
11;2072339008;101;1,00;
11;2072339008;119;3500,00;
11;2072339008;100;1,00;
11;2072339008;118;1,00;
10;2072339046;02;00901;12;365;0026;2072;    ;339046;20000,00;
11;2072339046;100;20000,00;
10;2072339093;02;00901;12;365;0026;2072;    ;339093;11002,00;
11;2072339093;101;1,00;
11;2072339093;100;3000,00;
11;2072339093;119;8000,00;
11;2072339093;118;1,00;
10;2073339030;02;00901;12;361;0027;2073;    ;339030;137704,00;
11;2073339030;100;5000,00;
11;2073339030;101;100000,00;
11;2073339030;147;32704,00;
10;2073339036;02;00901;12;361;0027;2073;    ;339036;21001,00;
11;2073339036;100;1000,00;
11;2073339036;101;20000,00;
11;2073339036;147;1,00;
10;2073339039;02;00901;12;361;0027;2073;    ;339039;215000,00;
11;2073339039;147;50000,00;
11;2073339039;101;160000,00;
11;2073339039;100;5000,00;
10;2074319004;02;00901;12;361;0027;2074;    ;319004;1800000,00;
11;2074319004;118;250000,00;
11;2074319004;100;100000,00;
