10;123110303;00000125453,00;D;00000128071,00;00000002370,00;00000251154,00;D;
10;123110405;00000032519,00;D;00000000323,70;00000000000,00;00000032842,70;D;
10;123110501;00000142479,00;C;00000000000,00;00000000000,00;00000142479,00;C;
10;123119908;00015571229,78;D;00000001105,44;00000000000,00;00015572335,22;D;
10;123210599;00000161019,35;D;00000060000,00;00000000000,00;00000221019,35;D;
10;123219905;00006015642,68;D;00000000000,00;00000000000,00;00006015642,68;D;
10;123219999;00007500495,98;D;00001105828,71;00000018559,10;00008587765,59;D;
10;211110101;00000061633,19;C;00005739318,60;00006166901,53;00000489216,12;C;
10;211110303;00000000671,31;D;00000000000,00;00000000000,00;00000000671,31;D;
10;211430101;00000076881,24;C;00000505573,73;00000404449,48;00000024243,01;D;
10;213110101;00000000531,54;D;00000000000,00;00000000000,00;00000000531,54;D;
10;213110102;00000032450,77;C;00000000000,00;00000000000,00;00000032450,77;C;
10;213110103;00000035956,96;D;00000000000,00;00000000000,00;00000035956,96;D;
10;213110199;00001590198,68;C;00007167709,15;00007762964,07;00002185453,60;C;
10;218810101;00000292867,93;C;00000257724,97;00000255604,10;00000290747,06;C;
10;218810102;00000138869,50;C;00000216418,13;00000207515,78;00000129967,15;C;
10;218810103;00000000357,08;C;00000000000,00;00000000000,00;00000000357,08;C;
10;218810104;00000188449,74;C;00000000000,00;00000000000,00;00000188449,74;C;
10;218810105;00000010000,00;C;00000000000,00;00000000000,00;00000010000,00;C;
10;218810110;00000038388,80;C;00000003700,29;00000007539,01;00000042227,52;C;
10;218810112;00000112339,50;C;00000103636,56;00000051913,06;00000060616,00;C;
10;218810113;00000094189,62;D;00000087808,27;00000084965,32;00000097032,57;D;
10;218810114;00000018280,35;C;00000007617,66;00000006948,90;00000017611,59;C;
10;218810115;00000210707,38;C;00000248450,62;00000130684,59;00000092941,35;C;
10;218810116;00000130401,18;C;00000000000,00;00000009457,11;00000139858,29;C;
10;218810301;00000000952,21;C;00000000000,00;00000000000,00;00000000952,21;C;
10;218810405;00000049863,30;D;00000019103,00;00000000000,00;00000068966,30;D;
10;218810499;00000099629,64;D;00000000000,00;00000000000,00;00000099629,64;D;
10;218819900;00000000136,16;C;00000000000,00;00000000000,00;00000000136,16;C;
10;218920000;00000060724,19;C;00000030394,60;00000695187,27;00000725516,86;C;
10;221410100;00006437794,40;C;00000197074,86;00000000000,00;00006240719,54;C;
10;221410200;00004247390,44;C;00000339938,74;00000635567,13;00004543018,83;C;
10;222110298;00000007187,48;C;00000007468,95;00000000281,47;00000000000,00;C;
10;224110200;00002038519,16;C;00000002545,35;00000000000,00;00002035973,81;C;
10;237110100;00004225159,88;C;00088821856,16;00095721942,71;00011125246,43;C;
10;237110200;00021820979,53;C;00000000000,00;00000000000,00;00021820979,53;C;
10;237150200;00003313368,80;C;00000000000,00;00000000000,00;00003313368,80;C;
10;237250300;00002882788,67;C;00000000000,00;00000000000,00;00002882788,67;C;
10;311110101;00028078753,11;D;00005205681,63;00033284434,74;00000000000,00;D;
10;311110211;00000000000,00;D;00000757995,84;00000757995,84;00000000000,00;D;
10;311210300;00000005000,00;D;00000000000,00;00000005000,00;00000000000,00;D;
10;312129900;00003194655,29;D;00000681509,73;00003876165,02;00000000000,00;D;
10;329111201;00000006940,88;D;00000002875,25;00000009816,13;00000000000,00;D;
10;332110100;00000069481,72;D;00000004930,40;00000074412,12;00000000000,00;D;
10;332110400;00000001200,00;D;00000000000,00;00000001200,00;00000000000,00;D;
10;332210500;00000102410,00;D;00000002970,00;00000105380,00;00000000000,00;D;
10;332210700;00000186882,38;D;00000064152,18;00000251034,56;00000000000,00;D;
10;332211500;00000331334,40;D;00000173250,72;00000504585,12;00000000000,00;D;
10;332211600;00000125917,54;D;00000014681,60;00000140599,14;00000000000,00;D;
10;332212100;00000288072,58;D;00000053567,62;00000341640,20;00000000000,00;D;
10;332212200;00000509992,09;D;00000057765,76;00000567757,85;00000000000,00;D;
10;332212500;00000197527,15;D;00000002150,95;00000199678,10;00000000000,00;D;
10;332212600;00000000700,00;D;00000000000,00;00000000700,00;00000000000,00;D;
10;332213900;00000069421,30;D;00000012466,57;00000081887,87;00000000000,00;D;
10;332219900;00002922550,37;D;00000150888,17;00003073438,54;00000000000,00;D;
10;332310400;00000253110,89;D;00000050437,58;00000303548,47;00000000000,00;D;
10;332310600;00001056390,80;D;00000121114,12;00001177504,92;00000000000,00;D;
10;332310800;00002886790,43;D;00000361107,58;00003247898,01;00000000000,00;D;
10;332311000;00000645722,68;D;00000123541,57;00000769264,25;00000000000,00;D;
10;332311100;00000046542,20;D;00000012200,20;00000058742,40;00000000000,00;D;
10;332311200;00001364489,37;D;00000276248,84;00001640738,21;00000000000,00;D;
10;332312300;00000000000,00;D;00000004999,00;00000004999,00;00000000000,00;D;
10;332312500;00000000200,00;D;00000000000,00;00000000200,00;00000000000,00;D;
10;332312700;00000031575,03;D;00000030699,86;00000062274,89;00000000000,00;D;
10;332312900;00000016172,27;D;00000000000,00;00000016172,27;00000000000,00;D;
10;332313000;00000127356,10;D;00000016000,00;00000143356,10;00000000000,00;D;
10;332313100;00004616083,82;D;00001173020,38;00005789104,20;00000000000,00;D;
10;332313200;00000106990,85;D;00000008474,24;00000115465,09;00000000000,00;D;
10;332313600;00000011742,00;D;00000000000,00;00000011742,00;00000000000,00;D;
10;332314700;00000198201,77;D;00000016215,61;00000214417,38;00000000000,00;D;
10;332315100;00000384247,02;D;00000065768,72;00000450015,74;00000000000,00;D;
10;332315600;00000022708,27;D;00000000000,00;00000022708,27;00000000000,00;D;
10;332319900;00007498014,70;D;00002269811,51;00009767826,21;00000000000,00;D;
10;332410000;00000178805,00;D;00000117590,00;00000296395,00;00000000000,00;D;
10;341119900;00000193411,44;D;00000664262,59;00000857674,03;00000000000,00;D;
10;341150100;00000710242,18;D;00000047316,08;00000757558,26;00000000000,00;D;
10;341150200;00000278279,10;D;00000030455,24;00000308734,34;00000000000,00;D;
10;342110100;00000102630,51;D;00000015964,01;00000118594,52;00000000000,00;D;
10;342319902;00000346778,87;D;00000027959,38;00000374738,25;00000000000,00;D;
10;342410100;00000000004,59;D;00000000000,00;00000000004,59;00000000000,00;D;
10;342410300;00000000958,77;D;00000000025,64;00000000984,41;00000000000,00;D;
10;351120100;00003666666,63;D;00001379858,28;00005046524,91;00000000000,00;D;
10;351120200;00003649031,24;D;00001032511,01;00004681542,25;00000000000,00;D;
10;355010000;00000007461,72;D;00000000829,08;00000008290,80;00000000000,00;D;
10;411210200;00000062682,56;C;00000066460,19;00000003777,63;00000000000,00;C;
10;413110100;00000071213,74;C;00000081640,30;00000010426,56;00000000000,00;C;
10;463910000;00001673296,62;C;00002212855,57;00000539558,95;00000000000,00;C;
10;464010000;00000000000,00;C;00000009782,88;00000009782,88;00000000000,00;C;
10;521110000;00093718800,00;D;00000000000,00;00093718800,00;00000000000,00;D;
10;521120101;00008864000,00;C;00008864000,00;00000000000,00;00000000000,00;D;
10;522110100;00080800000,00;D;00000000000,00;00080800000,00;00000000000,00;D;
10;522120100;00051708080,69;D;00003080250,00;00054788330,69;00000000000,00;D;
10;522120201;00000769116,28;D;00000000000,00;00000769116,28;00000000000,00;D;
10;522130100;00007355467,92;D;00000000000,00;00007355467,92;00000000000,00;D;
10;522130200;00007347626,87;D;00000000000,00;00007347626,87;00000000000,00;D;
10;522130300;00037461552,18;D;00003080250,00;00040541802,18;00000000000,00;D;
10;522139900;00052164646,97;C;00055244896,97;00003080250,00;00000000000,00;D;
10;522190101;00000312550,00;D;00000000000,00;00000312550,00;00000000000,00;D;
10;522190109;00037774102,18;C;00040854352,18;00003080250,00;00000000000,00;D;
10;522920101;00084918176,07;D;00006441473,29;00091359649,36;00000000000,00;D;
10;531100000;00002701382,07;D;00000000000,00;00002701382,07;00000000000,00;D;
10;531200000;00000200479,24;D;00002701382,07;00002586731,92;00000315129,39;D;
10;532100000;00002269414,59;D;00000000000,00;00002269414,59;00000000000,00;D;
10;532200000;00000208723,73;D;00002269414,59;00002279069,04;00000199069,28;D;
10;621100000;00004730058,63;C;00010039258,88;00005309200,25;00000000000,00;C;
10;621200000;00080124741,37;C;00090164000,25;00010039258,88;00000000000,00;C;
10;622110000;00010897468,72;C;00022613363,59;00011715894,87;00000000000,00;C;
10;622130100;00018700548,02;C;00026521079,72;00007820531,70;00000000000,00;C;
10;622130300;00001362295,66;C;00016305325,97;00014943030,31;00000000000,00;C;
10;622130400;00064855332,39;C;00077493158,25;00012637825,86;00000000000,00;C;
10;622920101;00151135804,12;C;00172368091,83;00021232287,71;00000000000,00;C;
10;622920103;00066217628,05;D;00014790814,42;00081008442,47;00000000000,00;C;
10;631100000;00000919888,89;C;00000714440,23;00000002313,93;00000207762,59;C;
10;631300000;00000109680,73;C;00000073494,50;00000071180,57;00000107366,80;C;
10;631400000;00001872291,69;C;00001943472,26;00000071180,57;00000000000,00;C;
10;631910000;00000000000,00;C;00000643259,66;00000643259,66;00000000000,00;C;
10;632100000;00000201383,21;C;00000002313,93;00000000000,00;00000199069,28;C;
10;632200000;00002276755,11;C;00002276755,11;00000000000,00;00000000000,00;C;
10;632990000;00000000000,00;C;00000002313,93;00000002313,93;00000000000,00;C;
10;721110000;00109020983,05;D;00012683505,21;00121704488,26;00000000000,00;D;
10;821110000;00021486953,80;C;00057247462,35;00035760446,13;00000000062,42;D;
10;821120000;00019689455,87;C;00028742607,64;00009053151,77;00000000000,00;C;
10;821130100;00000752962,10;D;00005150553,91;00005903516,01;00000000000,00;C;
10;821130200;00000235802,71;D;00003025446,14;00003261248,85;00000000000,00;C;
10;821130300;00000034941,96;C;00000848762,06;00000813820,10;00000000000,00;C;
10;821140000;00069004379,19;C;00081713385,62;00012709006,43;00000000000,00;C;
