10;02;007431;02012017;
14;74571;03;2;02;01402;10;302;0042;2104;    ;339036;149;10000,00;
14;74571;03;1;02;01402;10;302;0042;2104;    ;339039;149;34000,00;
14;74571;03;2;02;01402;10;302;0042;2255;    ;339030;149;39000,00;
14;74571;03;1;02;01402;10;302;0042;2268;    ;339039;149;15000,00;
14;74571;03;1;02;01402;10;303;0041;2100;    ;339039;148;15000,00;
14;74571;03;1;02;01402;10;304;0046;2119;    ;339030;150;14000,00;
14;74571;03;2;02;01402;10;305;0046;2124;    ;339039;150;14000,00;
10;02;007461;19012017;
11;74611;007461;01;541200,00;
12;74611;2562;30112016;LOA; ;541200,00;
13;74611;03;541200,00;
14;74611;03;1;02;00901;12;361;0027;1014;    ;449051;101;57000,00;
14;74611;03;2;02;00901;12;361;0027;1014;    ;449052;101;57000,00;
14;74611;03;1;02;00901;12;361;0027;1014;    ;449051;146;290200,00;
14;74611;03;2;02;00901;12;361;0027;1014;    ;449052;146;290200,00;
14;74611;03;2;02;01402;10;301;0045;1031;    ;449051;102;20000,00;
14;74611;03;1;02;01402;10;302;0042;2268;    ;319011;149;20000,00;
14;74611;03;2;02;01402;10;302;0042;2268;    ;339030;149;20000,00;
14;74611;03;1;02;01402;10;303;0041;2100;    ;339091;102;20000,00;
14;74611;03;1;02;01402;10;304;0046;2119;    ;319011;102;120000,00;
14;74611;03;2;02;01402;10;304;0046;2119;    ;319113;102;120000,00;
14;74611;03;1;02;01602;26;782;0037;2246;    ;339030;100;34000,00;
14;74611;03;2;02;01602;26;782;0037;2246;    ;339039;100;34000,00;
10;02;007468;26012017;
11;74681;007468;01;6000,00;
12;74681;2562;30112016;LOA; ;6000,00;
13;74681;03;6000,00;
14;74681;03;2;02;00701;08;122;0002;2187;    ;339039;100;5000,00;
14;74681;03;1;02;00701;08;122;0002;2187;    ;339092;100;5000,00;
14;74681;03;1;02;01001;27;122;0002;2192;    ;339030;100;1000,00;
14;74681;03;2;02;01001;27;122;0002;2192;    ;449052;100;1000,00;
