10;FLPGO;IDE - Janeiro;
10;FLPGO;PESSOA - Janeiro;
10;FLPGO;REC - Janeiro;
10;FLPGO;PARELIC - Janeiro;
10;FLPGO;EXT - Janeiro;
10;FLPGO;CONSID - Janeiro;
