10;00000000000000;0;00000000000000;00000010161,22;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;
10;00000000000000;0;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;00000000000000;
