10;36871085,56;-2098526,09;-565794,33;19198194,03;0;0;-167635,53;0;0;0;0;0;0;
20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-41827214,40;-41827214,40;-41827214,40;0;
30;0;0;0;
40;0;0;0;
60;0;0;0;0;0;0;0;0;
