2017;110858156,35;94990513,40;89447302,67;87450775,88;7539737,52;8510113,38;20035677,87;11419580,00;105579196,52;90467155,62;85187907,31;83286453,22;7180702,40;8104869,89;19081597,97;10875790,48;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,000;0,000;
2018;106256401,65;87928898,48;106256401,65;82272407,39;5656491,09;7021827,90;14887707,13;2986173,71;91616142,14;75813845,90;91616142,14;70936719,60;4877126,31;6054343,77;12836443,47;2574731,60;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,00;1,00;1,00;1,00;0,000;0,000;
2019;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,000;1,000;1,000;1,000;1,000;1,000;1,000;1,000;1,00;1,00;1,00;1,00;1,000;1,000;
